Time,Vehicle Speed (m/s),Vehicle Speed (Kmph),Motor Speed (RPM),Gradient (Degree),"Mode, Eco-1, Boost-2",Total Motor Torque (Nm),Total Number of Power Wheel (No),PerMotor Torque (Nm),PerMotor Power (Watts),Motoring Tractive Force F_Tractive (N),Froll (N),Fdrag (N),Fclimb (N),F_Load Resitance  (N),Net Force F_Net(N),Vehicle Acceleration (m/s),Motor Power (kW),Total Power (kW)
32.5,23.425882128170088,84.33317566141231,4178.6809837579485,0,2,9.14096732689644,2,4.57048366344822,2000.0,162.21374201445437,29.400000000000002,127.754131211482,0,157.154131211482,5.059610802972372,0.033730738686482485,4.0,4.0
33.0,23.442747497513327,84.39389099104798,4181.689408276311,0,2,9.134391058899741,2,4.5671955294498705,2000.0,162.0970409037201,29.400000000000002,127.93814957215005,0,157.33814957215006,4.758891331570055,0.03172594221046703,4.0,4.0
33.5,23.45861046861856,84.45099768702681,4184.5190261895505,0,2,9.128214282929783,2,4.564107141464891,2000.0,161.98742909702173,29.400000000000002,128.11135160937272,0,157.51135160937272,4.4760774876490075,0.029840516584326716,3.9999999999999996,4.0
34.0,23.473530726910724,84.50471061687861,4187.180484112762,0,2,9.122412202431878,2,4.561206101215939,2000.0,161.88446655975667,29.400000000000002,128.2743674303616,0,157.6743674303616,4.210099129395076,0.028067327529300502,4.0,4.0
34.5,23.487564390675374,84.55523180643135,4189.6837923589555,0,2,9.116961621714266,2,4.558480810857133,1999.9999999999998,161.78774166590935,29.400000000000002,128.4277910866693,0,157.8277910866693,3.9599505792400578,0.02639967052826705,3.9999999999999996,3.9999999999999996
35.0,23.500764225939506,84.60275121338222,4192.038363269249,0,2,9.111840835413062,2,4.555920417706531,2000.0,161.6968692365188,29.400000000000002,128.57218256205124,0,157.97218256205124,3.724686674467563,0.024831244496450418,4.0,4.0
35.5,23.51317984818773,84.64744745347582,4194.25304719476,0,2,9.107029526414074,2,4.553514763207037,2000.0,161.61148872821997,29.400000000000002,128.70806965953463,0,158.10806965953464,3.503419068685332,0.02335612712456888,4.0,4.0
36.0,23.524857911750015,84.68948848230005,4196.336166279362,0,2,9.102508671492355,2,4.551254335746178,2000.0,161.53126255874238,29.400000000000002,128.83594979174623,0,158.23594979174624,3.2953127669961475,0.021968751779974316,4.0,4.0
36.5,23.53584228764,84.72903223550401,4198.295546182276,0,2,9.098260454004848,2,4.549130227002424,2000.0,161.4558745575719,29.400000000000002,128.95629167852502,0,158.35629167852503,3.0995828790468636,0.020663885860312425,4.0,4.0
37.0,23.54617423057016,84.76622723005258,4200.138545870027,0,2,9.09426818303743,2,4.547134091518715,2000.0,161.38502853115025,29.400000000000002,129.0695369557975,0,158.4695369557975,2.915491575352746,0.01943661050235164,4.0,4.0
37.5,23.555892535821336,84.80121312895682,4201.87208559866,0,2,9.090516218466167,2,4.5452581092330835,2000.0,161.31844693302776,29.400000000000002,129.17610169962703,0,158.57610169962703,2.7423452334007266,0.018282301556004844,3.9999999999999996,4.0
38.0,23.56503368659934,84.83412127175762,4203.50267319902,0,2,9.086989901444602,2,4.543494950722301,2000.0000000000002,161.25586963030463,29.400000000000002,129.27637786926874,0,158.67637786926875,2.5794917610358823,0.017196611740239214,4.0,4.000000000000001
38.5,23.57363199246946,84.86507517289006,4205.036428770547,0,2,9.083675489875086,2,4.541837744937543,2000.0,161.1970527585185,29.400000000000002,129.37073467296827,0,158.77073467296827,2.4263180855502355,0.016175453903668237,3.9999999999999996,4.0
39.0,23.581719719421294,84.89419098991667,4206.479107882076,0,2,9.080560098463632,2,4.540280049231816,1999.9999999999998,161.14176765787008,29.400000000000002,129.4595198601406,0,158.8595198601406,2.282247797729468,0.015214985318196454,3.9999999999999996,3.9999999999999996
39.5,23.58932721208039,84.92157796348941,4207.8361233718115,0,2,9.077631642994408,2,4.538815821497204,1999.9999999999998,161.08979988432955,29.400000000000002,129.5430609434565,0,158.94306094345652,2.1467389408730355,0.01431159293915357,3.9999999999999996,3.9999999999999996
40.0,23.596483008549967,84.94733883077988,4209.112565832654,0,2,9.074878788493187,2,4.537439394246594,2000.0,161.04094828975593,29.400000000000002,129.621666354249,0,159.021666354249,2.019281935506939,0.01346187957004626,4.0,4.0
40.5,23.60321394833499,84.97157021400596,4210.313222863565,0,2,9.07229090097857,2,4.536145450489285,1999.9999999999998,160.99502416568393,29.400000000000002,129.69562653453355,0,159.09562653453355,1.8993976311503786,0.012662650874335858,4.0,3.9999999999999996
41.0,23.609545273772156,84.99436298557977,4211.442597162535,0,2,9.069858002526328,2,4.534929001263164,1999.9999999999998,160.95185044590502,29.400000000000002,129.7652149688163,0,159.16521496881631,1.7866354770887085,0.01191090318059139,3.9999999999999996,3.9999999999999996
41.5,23.615500725362452,85.01580261130484,4212.504923531887,0,2,9.067570729396145,2,4.533785364698073,2000.0,160.9112609633932,29.400000000000002,129.8306891587414,0,159.2306891587414,1.6805718046518052,0.011203812031012035,4.0,4.0
42.0,23.62110263137796,85.03596947296066,4213.504184862227,0,2,9.065420292991558,2,4.532710146495779,2000.0,160.87309975750793,29.400000000000002,129.8922915435069,0,159.2922915435069,1.5808082140010242,0.010538721426673494,4.0,4.0
42.5,23.626371992091297,85.05493917152867,4214.444127157203,0,2,9.06339844344319,2,4.531699221721595,2000.0000000000002,160.83722042774968,29.400000000000002,129.95025036885738,0,159.3502503688574,1.4869700588922967,0.009913133725948644,4.0,4.000000000000001
43.0,23.631328558954273,85.07278281223539,4215.328273657288,0,2,9.061497435623057,2,4.530748717811528,2000.0000000000002,160.80348553065681,29.400000000000002,130.00478050734088,0,159.4047805073409,1.3987050233159266,0.00932470015543951,4.0,4.000000000000001
43.5,23.635990909031992,85.08956727251517,4216.1599381172555,0,2,9.059709997413428,2,4.529854998706714,2000.0,160.77176601671098,29.400000000000002,130.05608423240002,0,159.45608423240003,1.3156817843109536,0.008771211895406358,3.9999999999999996,4.0
44.0,23.640376514979696,85.1053554539269,4216.942237288559,0,2,9.058029300068192,2,4.529014650034096,2000.0000000000002,160.74194070437647,29.400000000000002,130.10435194875063,0,159.50435194875064,1.2375887556258363,0.008250591704172241,4.0,4.000000000000001
44.5,23.644501810831784,85.12020651899442,4217.678102654703,0,2,9.056448930517647,2,4.528224465258823,2000.0,160.71389578862608,29.400000000000002,130.14976288138868,0,159.5497628813887,1.1641329072373878,0.0077608860482492525,4.0,4.0
45.0,23.64838225385591,85.13417611388128,4218.370291464703,0,2,9.054962865479515,2,4.527481432739758,2000.0000000000002,160.68752438152097,29.400000000000002,130.19248572545584,0,159.59248572545584,1.0950386560651282,0.0073002577071008545,4.0,4.000000000000001
45.5,23.65203238270946,85.14731657775405,4219.021397106963,0,2,9.05356544724973,2,4.526782723624865,2000.0000000000002,160.66272608259854,29.400000000000002,130.23267925908735,0,159.63267925908735,1.030046823511185,0.0068669788234079,4.0,4.000000000000001
46.0,23.655465872121166,85.1596771396362,4219.63385886333,0,2,9.052251361056314,2,4.526125680528157,2000.0,160.63940657699914,29.400000000000002,130.27049292126276,0,159.67049292126276,0.9689136557363724,0.006459424371575816,4.0,4.0
46.5,23.658695584306955,85.17130410350504,4220.209971080573,0,2,9.051015613868756,2,4.525507806934378,2000.0,160.61747725942158,29.400000000000002,130.30606735657904,0,159.70606735657904,0.9114099028425358,0.006076066018950239,4.0,4.0
47.0,23.66173361731643,85.18224102233914,4220.751891794392,0,2,9.04985351456323,2,4.524926757281615,1999.9999999999998,160.59685488213913,29.400000000000002,130.339534928772,0,159.739534928772,0.8573199533671243,0.005715466355780829,3.9999999999999996,3.9999999999999996
47.5,23.66459135049432,85.19252886177955,4221.261650838759,0,2,9.048760655351737,2,4.5243803276758685,2000.0,160.57746122544486,29.400000000000002,130.37102020471605,0,159.77102020471605,0.806441020728812,0.005376273471525413,4.0,4.0
48.0,23.667279487230083,85.2022061540283,4221.741157471552,0,2,9.047732894389862,2,4.523866447194931,2000.0,160.55922278901247,29.400000000000002,130.40064041054686,0,159.80064041054686,0.7585823784656043,0.0050572158564373615,4.0,4.0
48.5,23.669808095158302,85.21130914256989,4222.192207545449,0,2,9.046766339484254,2,4.523383169742127,2000.0,160.54207050277253,29.400000000000002,130.42850586146392,0,159.82850586146392,0.7135646413086079,0.004757097608724052,3.9999999999999996,4.0
49.0,23.672186643962664,85.2198719182656,4222.616490251361,0,2,9.045857332826621,2,4.522928666413311,2000.0000000000002,160.525939456005,29.400000000000002,130.45472036669025,0,159.85472036669026,0.6712190893147465,0.004474793928764977,4.0,4.000000000000001
49.5,23.674424040927047,85.22792654733738,4223.01559445999,0,2,9.045002436686307,2,4.522501218343153,2000.0,160.51076864344273,29.400000000000002,130.47938161098713,0,159.87938161098714,0.6313870324555921,0.004209246883037281,4.0,4.0
50.0,23.676528664368565,85.23550319172683,4223.391014685573,0,2,9.044198419998443,2,4.522099209999221,2000.0,160.49650072726752,29.400000000000002,130.50258151404887,0,159.90258151404888,0.5939192132186406,0.003959461421457604,4.0,4.0
50.5,23.678508395079295,85.24263022228546,4223.744156694425,0,2,9.04344224578902,2,4.52172112289451,2000.0,160.4830818139579,29.400000000000002,130.52440656903025,0,159.92440656903025,0.558675244927656,0.0037245016328510397,4.0,4.0
51.0,23.68037064589572,85.2493343252246,4224.0763427795,0,2,9.042731059382467,2,4.521365529691233,2000.0,160.47046124502347,29.400000000000002,130.54493816139313,0,159.94493816139314,0.5255230836303326,0.0035034872242022176,4.0,4.0
51.5,23.68212238950782,85.25564060222815,4224.388816720941,0,2,9.04206217734104,2,4.52103108867052,2000.0,160.45859140072517,29.400000000000002,130.56425286919284,0,159.96425286919285,0.4943385315323212,0.003295590210215475,4.0,4.0
52.0,23.68377018461293,85.26157266460655,4224.682748451373,0,2,9.04143307708885,2,4.520716538544425,1999.9999999999998,160.44742751594575,29.400000000000002,130.5824227458652,0,159.9824227458652,0.4650047700805544,0.0031000318005370295,4.0,3.9999999999999996
52.5,23.685320200513196,85.26715272184751,4224.959238443576,0,2,9.040841387176615,2,4.520420693588307,1999.9999999999998,160.43692750742986,29.400000000000002,130.59951558651517,0,159.99951558651517,0.43741192091468406,0.0029160794727645604,3.9999999999999996,3.9999999999999996
53.0,23.686778240249577,85.27240166489848,4225.219321837092,0,2,9.04028487814617,2,4.520142439073085,2000.0,160.42705181166758,29.400000000000002,130.61559517865544,0,160.01559517865545,0.4114566330121363,0.002743044220080909,4.0,4.0
53.5,23.688149762359618,85.27733914449463,4225.463972319353,0,2,9.039761453956613,2,4.519880726978307,2000.0,160.41776323274453,29.400000000000002,130.63072153828705,0,160.03072153828705,0.38704169445747993,0.002580277963049866,4.0,4.0
54.0,23.689439901341142,85.28198364482812,4225.6941057759705,0,2,9.039269143936455,2,4.519634571968227,2000.0,160.40902679952634,29.400000000000002,130.644951132168,0,160.044951132168,0.3640756673583496,0.0024271711157223307,3.9999999999999996,4.0
54.5,23.690653486899002,85.2863525528364,4225.910583723953,0,2,9.038806095228544,2,4.519403047614272,2000.0,160.40080963158786,29.400000000000002,130.65833708706668,0,160.0583370870667,0.34247254452117204,0.0022831502968078134,4.0,4.0
55.0,23.691795062047404,85.29046222337065,4226.11421654077,0,2,9.038370565696798,2,4.519185282848399,2000.0,160.3930808133375,29.400000000000002,130.6709293867523,0,160.0709293867523,0.3221514265851795,0.00214767617723453,4.0,4.0
55.5,23.692868900136023,85.29432804048969,4226.305766501449,0,2,9.03796091726573,2,4.518980458632865,2000.0,160.38581127582165,29.400000000000002,130.68277505743234,0,160.08277505743234,0.30303621838930894,0.002020241455928726,4.0,4.0
