Time,Vehicle Speed (m/s),Vehicle Speed (Kmph),Motor Speed (RPM),Gradient (Degree),"Mode, Eco-1, Boost-2",Total Motor Torque (Nm),Total Number of Power Wheel (No),PerMotor Torque (Nm),Motoring Tractive Force F_Tractive (N),Froll (N),Fdrag (N),Fclimb (N),F_Load Resitance  (N),Net Force F_Net(N),Vehicle Acceleration (m/s),Motor Power (kW)
120,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,2,38.2521185500907,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
121,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,3,25.501412366727134,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
122,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,4,19.12605927504535,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
123,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,5,15.30084742003628,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
124,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,6,12.750706183363567,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
125,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,7,10.929176728597342,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
126,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,8,9.563029637522675,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
127,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,9,8.500470788909045,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
128,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,10,7.65042371001814,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
129,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,11,6.954930645471037,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
130,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,12,6.3753530916817835,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
131,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,13,5.884941315398569,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
132,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,14,5.464588364298671,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
133,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,15,5.100282473345427,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
134,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,16,4.781514818761337,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
135,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,17,4.5002492411871415,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
136,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,18,4.250235394454522,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
137,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,19,4.026538794746389,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
138,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,20,3.82521185500907,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
139,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,21,3.6430589095324475,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
140,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,22,3.4774653227355183,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
141,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,23,3.3262711782687564,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
142,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,24,3.1876765458408918,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
143,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,25,3.0601694840072557,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
144,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,26,2.9424706576992845,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
145,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,27,2.8334902629696814,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
146,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,28,2.7322941821493356,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
147,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,29,2.6380771413855655,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
148,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,30,2.5501412366727134,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
149,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,31,2.467878616134884,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
150,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,32,2.3907574093806687,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
151,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,33,2.318310215157012,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
152,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,34,2.2501246205935708,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
153,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,35,2.1858353457194686,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
154,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,36,2.125117697227261,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
155,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,37,2.0676820837886867,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
156,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,38,2.0132693973731945,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
157,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,39,1.9616471051328563,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
158,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,40,1.912605927504535,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
159,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,41,1.8659570024434489,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
160,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,42,1.8215294547662237,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
161,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,43,1.7791683046553814,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
162,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,44,1.7387326613677592,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
163,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,45,1.700094157781809,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
164,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,46,1.6631355891343782,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
165,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,47,1.6277497255357745,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
166,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,48,1.5938382729204459,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
167,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,49,1.561310961228192,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
168,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,50,1.5300847420036279,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
169,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,51,1.5000830803957137,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
170,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,52,1.4712353288496423,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
171,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,53,1.4434761717015359,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
172,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,54,1.4167451314848407,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
173,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,55,1.3909861290942072,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
174,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,56,1.3661470910746678,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
175,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,57,1.3421795982487965,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
176,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,58,1.3190385706927827,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
177,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,59,1.2966819847488373,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
178,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,60,1.2750706183363567,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
179,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,61,1.2541678213144491,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
180,15.394490186381097,55.42016467097195,2746.0508442976648,60,2,76.5042371001814,62,1.233939308067442,1357.628589642378,29.400000000000002,55.17135720876642,1273.0572324336108,1357.6285896423772,0.0,0.0,22.0
